id,observed_on,user_id,user_login,quality_grade,tag_list,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,positioning_method,place_county_name,place_state_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
37617526,2020-01-15,1231265,tpellegrini827,research,"",false,1,0,false,2,"Rockton Township, IL, USA",,Winnebago,Illinois,winged euonymus,Euonymus alatus,winged euonymus,Plantae,117433
37620442,2020-01-15,119175,jackpfaffmann,research,"",false,1,0,false,3,"County Road 2300 E, El Paso, IL, US",,Woodford,Illinois,Butterweed,Packera glabella,Butterweed,Plantae,54921
37623738,2020-01-15,257635,skrentnyjeff,research,"",false,1,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,American Hazelnut,Corylus americana,American hazelnut,Plantae,54770
37624670,2020-01-15,395895,wildlandblogger,research,"",false,1,0,false,,"Springfield Lake Shore Improvement, Springfield, IL, USA",,Sangamon,Illinois,Slender Path Rush,Juncus tenuis,Slender Path Rush,Plantae,69930
37624675,2020-01-15,395895,wildlandblogger,research,"",false,1,0,false,,"Springfield Lake Shore Improvement, Springfield, IL, USA",,Sangamon,Illinois,baldcypress,Taxodium distichum,baldcypress,Plantae,49666
37624677,2020-01-15,395895,wildlandblogger,research,"",false,1,0,false,,"Springfield Lake Shore Improvement, Springfield, IL, USA",,Sangamon,Illinois,common pawpaw,Asimina triloba,common pawpaw,Plantae,50897
37624685,2020-01-15,395895,wildlandblogger,research,"",false,1,0,false,,"Springfield Lake Shore Improvement, Springfield, IL, USA",,Sangamon,Illinois,common hackberry,Celtis occidentalis,common hackberry,Plantae,54857
37624736,2020-01-15,257635,skrentnyjeff,research,"",false,1,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Sideoats Grama,Bouteloua curtipendula,sideoats grama,Plantae,75858
37626107,2020-01-15,1046659,geodude365,research,"",false,0,0,false,3,"S Prairie Rd, Oregon, IL, US",,Ogle,Illinois,common evening-primrose,Oenothera biennis,common evening-primrose,Plantae,62207
37641617,2020-01-12,627819,dziomber,research,"",false,1,0,false,2,"Niles, IL, USA",,Cook,Illinois,winged euonymus,Euonymus alatus,winged euonymus,Plantae,117433
37650845,2020-01-16,257635,skrentnyjeff,research,"",false,1,0,false,3,"North Riverpoint Center, Bucktown, Chicago, Cook County, IL, USA",,Cook,Illinois,Hemp Dogbane,Apocynum cannabinum,hemp dogbane,Plantae,58795
37650895,2020-01-16,257635,skrentnyjeff,research,"",false,2,0,false,3,"North Riverpoint Center, Bucktown, Chicago, Cook County, IL, USA",,Cook,Illinois,Tree-of-Heaven,Ailanthus altissima,tree-of-heaven,Plantae,57278
37651921,2020-01-16,1930769,clayton43,research,"",false,1,0,false,2,"Lake County, US-IL, US",gps,Lake,Illinois,Amur Corktree,Phellodendron amurense,Amur Corktree,Plantae,166636
37652131,2020-01-14,151498,eattaway92,research,"",false,0,0,false,,"Joliet, IL, USA",,Will,Illinois,red osier dogwood,Cornus sericea,red osier dogwood,Plantae,53387
37655197,2020-01-16,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,stout wood reed,Cinna arundinacea,stout wood reed,Plantae,130901
37658138,2020-01-16,257635,skrentnyjeff,research,"",false,1,0,false,3,"Air Station Prairie Preserve, Glenview, Cook County, IL, USA",,Cook,Illinois,Illinois Bundleflower,Desmanthus illinoensis,Illinois bundleflower,Plantae,128701
37658618,2020-01-16,2529234,heidi_natura,research,"",false,1,0,false,2,"Lemont, IL 60439, USA",,DuPage,Illinois,eastern cottonwood,Populus deltoides,eastern cottonwood,Plantae,52119
37662090,2020-01-16,1481313,cooperf,research,"",false,2,0,false,2,"North Park, Chicago, IL, USA",gps,Cook,Illinois,common hoptree,Ptelea trifoliata,common hoptree,Plantae,50625
37678199,2020-01-16,1459140,tylerrasp,research,"",false,2,0,false,2,"Mountain Township, IL, USA",gps,Saline,Illinois,ebony spleenwort,Asplenium platyneuron,ebony spleenwort,Plantae,122056
37678201,2020-01-16,1459140,tylerrasp,research,"",false,1,0,false,2,"Mountain Township, IL, USA",gps,Saline,Illinois,Weak-leaf Yucca,Yucca flaccida,Weak-leaf Yucca,Plantae,332548
37682077,2020-01-17,2408100,dekalbcountyfpd,research,"",false,2,0,false,2,"Somonauk Township, IL, USA",gps,De Kalb,Illinois,eastern skunk cabbage,Symplocarpus foetidus,eastern skunk cabbage,Plantae,48961
37683260,2020-01-17,257635,skrentnyjeff,research,"",false,2,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,Prairie Dropseed,Sporobolus heterolepis,prairie dropseed,Plantae,120557
37683296,2020-01-17,257635,skrentnyjeff,research,"",false,1,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,Big Bluestem,Andropogon gerardi,big bluestem,Plantae,121968
37683704,2020-01-17,257635,skrentnyjeff,research,"",false,1,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,American Hornbeam,Carpinus caroliniana,American hornbeam,Plantae,54768
37683794,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,guelder-rose,Viburnum opulus,cranberry viburnum,Plantae,55969
37683856,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,Swamp Goldenrod,Solidago patula,Swamp Goldenrod,Plantae,145721
37684284,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,Cinnamon Willow-herb,Epilobium coloratum,Cinnamon Willow-herb,Plantae,145435
37684394,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,Black Ash,Fraxinus nigra,black ash,Plantae,54807
37685163,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,Virginia mountain mint,Pycnanthemum virginianum,Virginia mountain mint,Plantae,154473
37685288,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,Switchgrass,Panicum virgatum,switchgrass,Plantae,125727
37685317,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,wild quinine,Parthenium integrifolium,wild quinine,Plantae,83893
37685393,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,wild parsnip,Pastinaca sativa,wild parsnip,Plantae,59778
37685515,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,red pine,Pinus resinosa,red pine,Plantae,52383
37685680,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,Virginia wildrye,Elymus virginicus,Virginia wildrye,Plantae,126873
37686003,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,Virginia strawberry,Fragaria virginiana,Virginia strawberry,Plantae,77155
37686540,2020-01-17,257635,skrentnyjeff,research,"",false,0,0,false,3,"Watersmeet Woods, Cook County, IL, USA",,Cook,Illinois,Common Privet,Ligustrum vulgare,Common Privet,Plantae,119805
37690685,2020-01-17,216168,psweet,research,"",false,0,0,false,,"Captain Daniel Wright Woods FP, Lake County, IL, USA",,Lake,Illinois,Common Privet,Ligustrum vulgare,Common Privet,Plantae,119805
37690687,2020-01-17,216168,psweet,research,"",false,0,0,false,,"Half-day FP, Lake County, IL, USA",,Lake,Illinois,cutleaf teasel,Dipsacus laciniatus,cutleaf teasel,Plantae,117438
37690689,2020-01-17,216168,psweet,research,"",false,0,0,false,,"Half-day FP, Lake County, IL, USA",,Lake,Illinois,bur oak,Quercus macrocarpa,bur oak,Plantae,54781
37690692,2020-01-17,216168,psweet,research,"",false,0,0,false,,"Captain Daniel Wright Woods FP, Lake County, IL, USA",,Lake,Illinois,American hornbeam,Carpinus caroliniana,American hornbeam,Plantae,54768
37690693,2020-01-17,216168,psweet,research,"",false,1,0,false,,"Captain Daniel Wright Woods FP, Lake County, IL, USA",,Lake,Illinois,spinulose wood fern,Dryopteris carthusiana,spinulose wood fern,Plantae,82564
37695839,2020-01-17,905423,adriansydor,research,"",false,0,0,false,3,"Cook County-Busse Woods Forest Preserve, Elk Grove Village, IL, US",,Cook,Illinois,tall bellflower,Campanulastrum americanum,tall bellflower,Plantae,159769
37695873,2020-01-17,905423,adriansydor,research,"",false,0,0,false,3,"Cook County-Busse Woods Forest Preserve, Elk Grove Village, IL, US",,Cook,Illinois,Virginia strawberry,Fragaria virginiana,Virginia strawberry,Plantae,77155
37696044,2020-01-17,905423,adriansydor,research,"",false,0,0,false,3,"Cook County-Busse Woods Forest Preserve, Elk Grove Village, IL, US",,Cook,Illinois,sugar maple,Acer saccharum,sugar maple,Plantae,52543
37696164,2020-01-17,905423,adriansydor,research,"",false,0,0,false,3,"Cook County-Busse Woods Forest Preserve, Elk Grove Village, IL, US",,Cook,Illinois,eastern black walnut,Juglans nigra,eastern black walnut,Plantae,54504
37696186,2020-01-17,905423,adriansydor,research,"",false,0,0,false,3,"Cook County-Busse Woods Forest Preserve, Elk Grove Village, IL, US",,Cook,Illinois,bitternut hickory,Carya cordiformis,bitternut hickory,Plantae,54787
37696289,2020-01-17,905423,adriansydor,research,"",false,0,0,false,3,"Cook County-Busse Woods Forest Preserve, Elk Grove Village, IL, US",,Cook,Illinois,Cinnamon Willow-herb,Epilobium coloratum,Cinnamon Willow-herb,Plantae,145435
37696373,2020-01-17,905423,adriansydor,research,"",false,0,0,false,3,"Cook County-Busse Woods Forest Preserve, Elk Grove Village, IL, US",,Cook,Illinois,bottlebrush grass,Elymus hystrix,bottlebrush grass,Plantae,81594
37696405,2020-01-17,905423,adriansydor,research,"",false,0,0,false,3,"Cook County-Busse Woods Forest Preserve, Elk Grove Village, IL, US",,Cook,Illinois,red clover,Trifolium pratense,red clover,Plantae,51875
37696678,2020-01-17,905423,adriansydor,research,"",false,0,0,false,3,"Cook County-Busse Woods Forest Preserve, Elk Grove Village, IL, US",,Cook,Illinois,American Tree Moss,Climacium americanum,American Tree Moss,Plantae,125668
37697168,2020-01-15,1639,tonyg,research,"",false,1,0,false,,"Johnson County, IL, USA",,Johnson,Illinois,woolgrass,Scirpus cyperinus,woolgrass,Plantae,79002
37699019,2020-01-17,636781,andrewhipp,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,rock polypody,Polypodium virginianum,rock polypody,Plantae,54411
37699020,2020-01-17,636781,andrewhipp,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,eastern white pine,Pinus strobus,eastern white pine,Plantae,52391
37699023,2020-01-17,636781,andrewhipp,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,black oak,Quercus velutina,black oak,Plantae,49006
37699026,2020-01-17,636781,andrewhipp,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,common hackberry,Celtis occidentalis,common hackberry,Plantae,54857
37699033,2020-01-17,636781,andrewhipp,research,"",false,0,0,false,,"Lasalle County, IL, USA",,La Salle,Illinois,white avens,Geum canadense,white avens,Plantae,85325
37708407,2020-01-07,1378508,seth78,research,"",false,1,0,false,2,"Illinois, US",gps,Macoupin,Illinois,fortune's spindle,Euonymus fortunei,wintercreeper,Plantae,130893
37713799,2020-01-18,1312189,arembert,research,"",false,2,0,false,2,"Pomona, IL 62975, USA",gps,Jackson,Illinois,putty root,Aplectrum hyemale,putty root,Plantae,123188
37717026,2020-01-18,1919524,mar6826a,research,"",false,1,0,false,3,"6826 IL-78, Mount Carroll, IL, US",,Carroll,Illinois,ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
37717800,2020-01-18,257635,skrentnyjeff,research,"",false,0,0,false,3,"Turning Basin #5, South Deering, Chicago, Cook County, IL, USA",,Cook,Illinois,Poison Hemlock,Conium maculatum,poison hemlock,Plantae,52998
37717825,2020-01-18,257635,skrentnyjeff,research,"",false,0,0,false,3,"Turning Basin #5, South Deering, Chicago, Cook County, IL, USA",,Cook,Illinois,Reed Canary Grass,Phalaris arundinacea,reed canary grass,Plantae,63337
37753541,2020-01-19,395216,missgreen,research,"",false,0,0,false,,"Dupage County, IL, USA",,DuPage,Illinois,American black elderberry,Sambucus canadensis,black elderberry,Plantae,84300
37754730,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Bristly Greenbrier,Smilax tamnoides,bristly greenbrier,Plantae,128943
37755120,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Spindle,Euonymus europaeus,Spindle,Plantae,55847
37755793,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Bitternut Hickory,Carya cordiformis,bitternut hickory,Plantae,54787
37756043,2020-01-19,395216,missgreen,research,"",false,1,0,false,,"Dupage County, IL, USA",,DuPage,Illinois,wild carrot,Daucus carota,Queen Anne's lace,Plantae,76610
37756123,2020-01-19,395216,missgreen,research,"",false,0,0,false,,"Dupage County, IL, USA",,DuPage,Illinois,reed canary grass,Phalaris arundinacea,reed canary grass,Plantae,63337
37756163,2020-01-19,257635,skrentnyjeff,research,"",false,1,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Boxelder,Acer negundo,boxelder,Plantae,47726
37756202,2020-01-19,395216,missgreen,research,"",false,0,0,false,,"Dupage County, IL, USA",,DuPage,Illinois,Black Raspberry,Rubus occidentalis,black raspberry,Plantae,125489
37756334,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,wahoo,Euonymus atropurpureus,wahoo,Plantae,117432
37756608,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Great St. John's Wort,Hypericum ascyron,Great St. John's Wort,Plantae,163955
37756788,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,yellow giant hyssop,Agastache nepetoides,yellow giant hyssop,Plantae,129634
37756811,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Common Reed,Phragmites australis,common reed,Plantae,64237
37757058,2020-01-19,395216,missgreen,research,"",false,0,0,false,,"Dupage County, IL, USA",,DuPage,Illinois,Oriental bittersweet,Celastrus orbiculatus,Oriental bittersweet,Plantae,64540
37757116,2020-01-19,395216,missgreen,research,"",false,0,0,false,,"Dupage County, IL, USA",,DuPage,Illinois,multiflora rose,Rosa multiflora,multiflora rose,Plantae,78882
37757128,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,green ash,Fraxinus pennsylvanica,green ash,Plantae,54808
37757156,2020-01-19,395216,missgreen,research,"",false,0,0,false,,"Dupage County, IL, USA",,DuPage,Illinois,black cherry,Prunus serotina,black cherry,Plantae,54834
37757222,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Stout Wood Reed,Cinna arundinacea,stout wood reed,Plantae,130901
37757294,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Bottlebrush Grass,Elymus hystrix,bottlebrush grass,Plantae,81594
37757295,2020-01-19,395216,missgreen,research,"",false,0,0,false,,"Dupage County, IL, USA",,DuPage,Illinois,white vervain,Verbena urticifolia,white vervain,Plantae,129278
37757348,2020-01-19,395216,missgreen,research,"",false,0,0,false,,"Dupage County, IL, USA",,DuPage,Illinois,eastern cottonwood,Populus deltoides,eastern cottonwood,Plantae,52119
37757500,2020-01-19,395216,missgreen,research,"",false,0,0,false,,"Dupage County, IL, USA",,DuPage,Illinois,American germander,Teucrium canadense,American germander,Plantae,64547
37757516,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Bull Thistle,Cirsium vulgare,bull thistle,Plantae,52989
37757833,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Japanese Barberry,Berberis thunbergii,Japanese barberry,Plantae,58727
37757925,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Common Prickly-Ash,Zanthoxylum americanum,Common Prickly-Ash,Plantae,54836
37758125,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,American black elderberry,Sambucus canadensis,black elderberry,Plantae,84300
37758356,2020-01-19,257635,skrentnyjeff,research,"",false,2,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,lesser burdock,Arctium minus,lesser burdock,Plantae,59570
37758568,2020-01-19,257635,skrentnyjeff,research,"",false,0,0,false,3,"LaBagh Woods, North Park, Chicago, Cook County, IL, USA",,Cook,Illinois,Stickseed,Hackelia virginiana,stickseed,Plantae,128620
37766051,2020-01-19,762683,brdnrdr,research,"",false,0,0,false,3,"Lincoln Park, Chicago, IL, US",,Cook,Illinois,wild bergamot,Monarda fistulosa,wild bergamot,Plantae,85320
37766068,2020-01-19,762683,brdnrdr,research,"",false,1,0,false,3,"Lincoln Park, Chicago, IL, US",,Cook,Illinois,staghorn sumac,Rhus typhina,staghorn sumac,Plantae,167829
37781212,2020-01-19,762683,brdnrdr,research,"",false,0,0,false,3,"Lincoln Park, Chicago, IL, US",,Cook,Illinois,stiff-leaved goldenrod,Solidago rigida,stiff-leaved goldenrod,Plantae,125721
37781238,2020-01-19,762683,brdnrdr,research,"",false,0,0,false,3,"Lincoln Park, Chicago, IL, US",,Cook,Illinois,wild bergamot,Monarda fistulosa,wild bergamot,Plantae,85320
37781279,2020-01-20,378740,paula41,research,"",false,0,0,false,333,Chicago,,Cook,Illinois,American sycamore,Platanus occidentalis,American sycamore,Plantae,49662
37789078,2020-01-20,257635,skrentnyjeff,research,"",false,0,0,false,3,"Edgebrook Woods, Forest Glen, Chicago, Cook County, IL, USA",,Cook,Illinois,blue ash,Fraxinus quadrangulata,blue ash,Plantae,54810
37791531,2020-01-20,257635,skrentnyjeff,research,"",false,2,0,false,3,"Edgebrook Golf Course / VRC, Edgebrook Woods, Forest Glen, Chicago, Cook County, IL, USA",,Cook,Illinois,Eastern Black Walnut,Juglans nigra,eastern black walnut,Plantae,54504
37792422,2020-01-20,257635,skrentnyjeff,research,"",false,0,0,false,3,"Caldwell Woods (Cook County Forest Preserve), Chicago, IL, US",,Cook,Illinois,American hophornbeam,Ostrya virginiana,American hophornbeam,Plantae,54771
37792442,2020-01-20,257635,skrentnyjeff,research,"",false,0,0,false,3,"Illinois, US",,Cook,Illinois,Indian pipe,Monotropa uniflora,Indian pipe,Plantae,49477
37793200,2020-01-20,257635,skrentnyjeff,research,"",false,0,0,false,3,"Bunker Hill, Niles, Cook County, IL, USA",,Cook,Illinois,Cinnamon Willow-Herb,Epilobium coloratum,Cinnamon Willow-herb,Plantae,145435
37793318,2020-01-20,257635,skrentnyjeff,research,"",false,0,0,false,3,"Caldwell Woods (Cook County Forest Preserve), Niles, IL, US",,Cook,Illinois,shagbark hickory,Carya ovata,shagbark hickory,Plantae,54791
37793631,2020-01-20,216168,psweet,research,"",false,0,0,false,,"Illinois Beach SP, Lake County, IL, USA",,Lake,Illinois,star moss,Syntrichia ruralis,star moss,Plantae,244075
37794362,2020-01-20,389904,kathleensoler2,research,"",false,0,0,false,2,"Avondale, Chicago, IL, USA",,Cook,Illinois,bittersweet nightshade,Solanum dulcamara,bittersweet nightshade,Plantae,55620
37796775,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,wild quinine,Parthenium integrifolium,wild quinine,Plantae,83893
37796799,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,rattlesnake master,Eryngium yuccifolium,rattlesnake master,Plantae,128695
37796841,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,grey-headed coneflower,Ratibida pinnata,grey-headed coneflower,Plantae,85331
37796866,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,compass plant,Silphium laciniatum,compass plant,Plantae,121976
37796960,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,smooth sumac,Rhus glabra,smooth sumac,Plantae,54764
37797032,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,tall coreopsis,Coreopsis tripteris,tall coreopsis,Plantae,123957
37797112,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,common yarrow,Achillea millefolium,common yarrow,Plantae,52821
37797182,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,Cylindrical Thimbleweed,Anemone cylindrica,Cylindrical Thimbleweed,Plantae,130456
37797246,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,wild bergamot,Monarda fistulosa,wild bergamot,Plantae,85320
37797268,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,round-headed bush clover,Lespedeza capitata,round-headed bush clover,Plantae,125186
37797353,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,Tall Cinquefoil,Drymocallis arguta,Tall Cinquefoil,Plantae,204304
37797620,2020-01-20,395216,missgreen,research,"",false,0,0,false,,"Illinois, US",,DuPage,Illinois,Hill's oak,Quercus ellipsoidalis,Hill's oak,Plantae,144029
37797772,2020-01-20,905423,adriansydor,research,"",false,0,0,false,3,"Spring Valley Nature Sanctuary, Schaumburg, IL, US",,Cook,Illinois,prairie cordgrass,Sporobolus michauxianus,prairie cordgrass,Plantae,772984
37797939,2020-01-20,905423,adriansydor,research,"",false,0,0,false,3,"Spring Valley Nature Sanctuary, Schaumburg, IL, US",,Cook,Illinois,tall coreopsis,Coreopsis tripteris,tall coreopsis,Plantae,123957
37798471,2020-01-20,395895,wildlandblogger,research,"",false,0,0,false,,"Sangamon County, IL, USA",,Sangamon,Illinois,grey-headed coneflower,Ratibida pinnata,grey-headed coneflower,Plantae,85331
37798478,2020-01-20,395895,wildlandblogger,research,"",false,1,0,false,,"Sangamon County, IL, USA",,Sangamon,Illinois,cup plant,Silphium perfoliatum,cup plant,Plantae,81599
37798479,2020-01-20,395895,wildlandblogger,research,"",false,1,0,false,,"Sangamon County, IL, USA",,Sangamon,Illinois,rattlesnake master,Eryngium yuccifolium,rattlesnake master,Plantae,128695
37798480,2020-01-20,395895,wildlandblogger,research,"",false,0,0,false,,"Sangamon County, IL, USA",,Sangamon,Illinois,compass plant,Silphium laciniatum,compass plant,Plantae,121976
37798481,2020-01-20,395895,wildlandblogger,research,"",false,0,0,false,,"Sangamon County, IL, USA",,Sangamon,Illinois,hemp dogbane,Apocynum cannabinum,hemp dogbane,Plantae,58795
37798482,2020-01-20,395895,wildlandblogger,research,"",false,0,0,false,,"Sangamon County, IL, USA",,Sangamon,Illinois,woolgrass,Scirpus cyperinus,woolgrass,Plantae,79002
37798502,2020-01-20,905423,adriansydor,research,"",false,0,0,false,3,"Spring Valley Nature Sanctuary, Schaumburg, IL, US",,Cook,Illinois,Rope Dodder,Cuscuta glomerata,Rope Dodder,Plantae,161274
37798693,2020-01-20,905423,adriansydor,research,"",false,0,0,false,3,"Spring Valley Nature Sanctuary, Schaumburg, IL, US",,Cook,Illinois,eastern cottonwood,Populus deltoides,eastern cottonwood,Plantae,52119
37799168,2020-01-20,905423,adriansydor,research,"",false,0,0,false,3,"Spring Valley Nature Sanctuary, Schaumburg, IL, US",,Cook,Illinois,Torrey's rush,Juncus torreyi,Torrey's rush,Plantae,77596
37818696,2020-01-21,257635,skrentnyjeff,research,"",false,0,0,false,3,"Monticello Manor, Irving Park, Chicago, Cook County, IL, USA",,Cook,Illinois,common mugwort,Artemisia vulgaris,common mugwort,Plantae,52856
37820802,2020-01-21,293603,joshua46,research,"",false,0,0,false,2,"DeKalb County, US-IL, US",gps,De Kalb,Illinois,Scarlet Toothcup,Ammannia coccinea,Scarlet Toothcup,Plantae,60210
37827561,2020-01-21,395895,wildlandblogger,research,"",false,1,0,false,,"Grafton, IL 62037, USA",,Jersey,Illinois,smooth cliffbrake,Pellaea glabella,smooth cliffbrake,Plantae,122083
37827563,2020-01-21,395895,wildlandblogger,research,Jared's target of the day,false,0,0,false,,"Grafton, IL 62037, USA",,Jersey,Illinois,Fee's lip fern,Myriopteris gracilis,Fee's lip fern,Plantae,481709
37827570,2020-01-21,395895,wildlandblogger,research,"",false,0,0,false,,"Grafton, IL 62037, USA",,Jersey,Illinois,Fee's lip fern,Myriopteris gracilis,Fee's lip fern,Plantae,481709
37827571,2020-01-21,395895,wildlandblogger,research,"",false,1,0,false,,"Jersey County, IL, USA",,Jersey,Illinois,river cane,Arundinaria gigantea,river cane,Plantae,121747
37829414,2020-01-21,395216,missgreen,research,"",false,0,0,false,,"Cook County, IL, USA",,Cook,Illinois,American jumpseed,Persicaria virginiana,American jumpseed,Plantae,144047
37829434,2020-01-21,395216,missgreen,research,"",false,0,0,false,,"Cook County, IL, USA",,Cook,Illinois,broadleaf enchanter's nightshade,Circaea canadensis,broadleaf enchanter's nightshade,Plantae,204271
37829473,2020-01-21,395216,missgreen,research,"",false,2,0,false,,"Cook County, IL, USA",,Cook,Illinois,royal fern,Osmunda regalis,royal fern,Plantae,82303
37829561,2020-01-21,395216,missgreen,research,"",false,0,0,false,,"Cook County, IL, USA",,Cook,Illinois,false nettle,Boehmeria cylindrica,false nettle,Plantae,75832
37829613,2020-01-21,395216,missgreen,research,"",false,0,0,false,,"Cook County, IL, USA",,Cook,Illinois,sassafras,Sassafras albidum,sassafras,Plantae,54795
37829779,2020-01-21,395216,missgreen,research,"",false,0,0,false,,"Cook County, IL, USA",,Cook,Illinois,white snakeroot,Ageratina altissima,white snakeroot,Plantae,119048
37829924,2020-01-21,395216,missgreen,research,"",false,1,0,false,,"Cook County, IL, USA",,Cook,Illinois,American pokeweed,Phytolacca americana,American pokeweed,Plantae,48599
37832568,2020-01-21,395895,wildlandblogger,research,"",false,0,0,false,,"Montgomery County, IL, USA",,Montgomery,Illinois,Tall Thistle,Cirsium altissimum,Tall Thistle,Plantae,152132
37832569,2020-01-21,395895,wildlandblogger,research,"",false,0,0,false,,"Montgomery County, IL, USA",,Montgomery,Illinois,Poverty oatgrass,Danthonia spicata,Poverty oatgrass,Plantae,130174
